Company,Product,TypeName,CPU_Company,CPU_Frequency,RAM,Memory,GPU_Company,Weight,Price,Touchscreen,Ips,ppi,os
Dell,548,Ultrabook,Intel,1.6,8,16,Intel,1.41,949.0,0,0,204.15714584634154,Windows
HP,13,Notebook,AMD,2.5,8,4,AMD,1.91,445.9,0,0,123.83434142318255,Windows
HP,125,Notebook,Intel,1.8,16,10,Nvidia,2.9,1059.0,0,1,156.9531814888059,Windows
MSI,187,Gaming,Intel,2.8,16,31,Nvidia,4.14,2499.0,0,0,156.9531814888059,Windows
Lenovo,586,2 in 1 Convertible,Intel,2.8,8,29,Nvidia,2.0,1699.0,1,1,174.05705383053478,Windows
Dell,252,Notebook,Intel,1.8,8,5,AMD,2.8,1142.0,0,0,156.9531814888059,Windows
Lenovo,211,Notebook,Intel,2.0,4,16,Intel,2.2,444.0,0,0,174.05705383053478,Others/No OS/Linux
HP,363,Notebook,Intel,1.6,4,26,Intel,2.1,722.0,0,1,174.05705383053478,Windows
Dell,547,Notebook,Intel,2.5,4,10,Intel,2.18,657.0,0,0,174.05705383053478,Windows
Dell,239,Notebook,Intel,2.5,8,10,AMD,2.24,565.0,0,0,174.05705383053478,Windows
Dell,250,2 in 1 Convertible,Intel,1.6,8,16,Intel,2.67,799.0,1,0,174.05705383053478,Windows
Asus,600,2 in 1 Convertible,Intel,1.8,8,34,Intel,1.1,1499.0,1,0,204.15714584634154,Windows
Lenovo,210,Notebook,Intel,2.5,4,10,Intel,2.2,467.0,0,0,174.05705383053478,Others/No OS/Linux
HP,371,Notebook,Intel,1.8,8,10,Nvidia,2.5,1018.0,0,0,156.9531814888059,Windows
Lenovo,531,Notebook,Intel,1.8,8,16,Intel,2.05,880.0,0,0,174.05705383053478,Windows
Apple,300,Ultrabook,Intel,2.9,8,29,Intel,1.37,1958.9,0,1,272.209527795122,Mac
Asus,408,Gaming,AMD,3.0,16,18,AMD,3.2,1549.0,0,0,156.9531814888059,Windows
Dell,240,Notebook,Intel,1.8,8,16,AMD,2.14,735.07,0,0,174.05705383053478,Others/No OS/Linux
Lenovo,472,2 in 1 Convertible,Intel,2.6,16,29,Intel,1.36,2499.0,1,0,258.59905140536597,Windows
Toshiba,411,Notebook,Intel,2.5,8,26,Nvidia,2.2,812.0,0,0,123.83434142318255,Windows
Dell,245,Notebook,Intel,2.7,12,10,Intel,2.3,713.07,0,0,123.83434142318255,Windows
Dell,252,Notebook,Intel,1.8,8,5,AMD,2.8,1099.0,0,0,156.9531814888059,Others/No OS/Linux
Acer,63,Notebook,Intel,1.8,8,10,Nvidia,2.2,745.0,0,1,174.05705383053478,Windows
Lenovo,214,Notebook,Intel,2.0,4,10,Intel,2.8,489.0,0,0,130.79431790733827,Windows
Lenovo,213,Notebook,Intel,1.8,8,22,Nvidia,2.8,849.0,0,0,156.9531814888059,Others/No OS/Linux
Lenovo,212,Notebook,Intel,2.7,6,5,Nvidia,2.8,859.0,0,0,130.79431790733827,Windows
Dell,239,Notebook,Intel,2.0,4,10,AMD,2.25,428.0,0,0,174.05705383053478,Others/No OS/Linux
Lenovo,291,Gaming,Intel,2.5,8,16,Nvidia,2.5,829.0,0,1,174.05705383053478,Windows
Lenovo,230,Notebook,Intel,2.5,6,16,Intel,2.2,579.0,0,0,174.05705383053478,Windows
Acer,67,Notebook,Intel,1.8,8,16,Nvidia,3.0,951.0,0,1,174.05705383053478,Windows
Acer,409,Notebook,Intel,2.7,12,10,Intel,2.15,659.0,1,1,174.05705383053478,Windows
Lenovo,490,Notebook,Intel,2.7,8,16,Intel,1.95,1097.0,0,1,174.05705383053478,Windows
Asus,541,Ultrabook,Intel,2.5,8,16,Nvidia,1.7,977.0,0,0,174.05705383053478,Windows
Lenovo,291,Gaming,Intel,2.8,16,18,Nvidia,2.5,1179.0,0,1,174.05705383053478,Windows
Lenovo,209,Notebook,Intel,2.7,8,10,Nvidia,2.2,659.01,0,0,174.05705383053478,Others/No OS/Linux
Acer,97,Notebook,Intel,1.5,2,8,Intel,2.19,199.0,0,0,123.83434142318255,Others/No OS/Linux
Asus,139,Gaming,Intel,2.8,8,10,Nvidia,3.0,1187.0,0,0,156.9531814888059,Windows
HP,40,Notebook,Intel,2.0,8,10,Intel,2.54,489.0,0,0,130.79431790733827,Windows
Dell,577,Notebook,Intel,2.8,8,16,Nvidia,2.0,1829.0,0,0,174.05705383053478,Windows
Lenovo,530,Notebook,Intel,1.6,8,16,Intel,2.05,739.0,0,0,174.05705383053478,Windows
Lenovo,292,Gaming,Intel,2.8,8,10,Nvidia,3.2,1299.0,0,1,174.05705383053478,Windows
Acer,68,Notebook,Intel,2.8,8,16,Nvidia,2.5,979.0,0,0,174.05705383053478,Others/No OS/Linux
Dell,353,Workstation,Intel,2.9,16,16,Nvidia,3.42,2884.86,0,0,156.9531814888059,Windows
Lenovo,202,Notebook,AMD,2.4,6,10,AMD,2.4,499.0,0,0,174.05705383053478,Windows
Asus,610,Ultrabook,Intel,2.7,16,29,Nvidia,1.63,1468.0,0,0,174.05705383053478,Windows
Asus,540,Notebook,Intel,2.4,4,4,Intel,1.3,509.0,0,0,137.98683758583198,Windows
Asus,402,Gaming,Intel,2.8,16,18,Nvidia,2.9,2122.0,0,0,156.9531814888059,Windows
Lenovo,212,Notebook,Intel,2.5,6,10,Nvidia,2.8,649.0,0,0,130.79431790733827,Windows
Lenovo,210,Notebook,Intel,2.5,8,22,Nvidia,2.2,549.0,0,0,123.83434142318255,Others/No OS/Linux
Asus,157,Gaming,Intel,2.8,8,5,Nvidia,2.5,1265.0,0,0,174.05705383053478,Windows
Lenovo,208,Notebook,Intel,1.1,4,10,Intel,2.2,359.99,0,0,123.83434142318255,Others/No OS/Linux
HP,114,2 in 1 Convertible,Intel,2.8,16,16,Intel,1.28,1975.0,1,0,204.15714584634154,Windows
Toshiba,411,Notebook,Intel,2.5,8,16,Nvidia,2.2,1043.0,0,1,174.05705383053478,Windows
Lenovo,209,Notebook,Intel,2.5,8,5,Nvidia,2.3,819.0,0,0,174.05705383053478,Windows
HP,50,Notebook,Intel,2.0,4,10,Intel,1.86,469.0,0,0,174.05705383053478,Windows
Lenovo,222,Notebook,Intel,2.5,8,16,Intel,1.1,999.0,0,1,204.15714584634154,Windows
Dell,576,Ultrabook,Intel,1.8,16,12,Intel,1.21,2499.0,1,1,408.31429169268307,Windows
MSI,150,Gaming,Intel,2.8,16,18,Nvidia,2.8,2099.0,0,1,174.05705383053478,Windows
Acer,107,Notebook,AMD,2.2,8,16,AMD,2.23,469.0,0,0,174.05705383053478,Windows
Asus,536,2 in 1 Convertible,Intel,1.1,2,23,Intel,1.1,275.0,1,0,166.53583846565928,Windows
Dell,247,Notebook,Intel,1.6,8,5,AMD,2.33,844.0,0,0,174.05705383053478,Windows
HP,421,2 in 1 Convertible,Intel,1.8,16,12,Intel,1.29,2449.0,1,1,408.31429169268307,Windows
Lenovo,453,Notebook,Intel,1.6,4,7,Intel,1.45,459.9,0,0,145.2493027219284,Others/No OS/Linux
HP,365,Notebook,Intel,2.5,8,16,Intel,1.95,980.0,0,0,193.94928855402446,Windows
Acer,495,Notebook,Intel,1.6,4,2,Intel,1.4,485.0,0,0,166.53583846565928,Windows
HP,117,Notebook,Intel,2.7,8,16,Intel,1.48,1292.0,0,0,193.94928855402446,Windows
Lenovo,212,Notebook,Intel,2.5,4,10,Nvidia,2.79,589.0,0,0,130.79431790733827,Windows
Asus,606,Notebook,Intel,2.7,8,16,Intel,2.0,1094.0,0,0,193.94928855402446,Windows
HP,363,Notebook,Intel,1.8,8,10,Intel,2.1,902.0,0,1,123.83434142318255,Windows
Acer,59,Notebook,AMD,2.7,8,16,AMD,2.2,659.0,0,0,123.83434142318255,Windows
Lenovo,200,Notebook,Intel,1.1,4,23,Intel,1.44,292.0,0,0,137.98683758583198,Windows
Acer,70,Notebook,Intel,2.5,6,10,Intel,2.23,549.0,0,0,123.83434142318255,Windows
Asus,541,Ultrabook,Intel,2.7,8,16,Nvidia,1.7,1049.9,0,0,174.05705383053478,Windows
HP,116,Ultrabook,Intel,2.7,8,16,Intel,1.26,1335.0,0,0,217.2232031805074,Windows
Dell,577,Notebook,Intel,2.8,32,12,Nvidia,2.06,2639.0,1,0,348.11410766106957,Windows
MSI,164,Gaming,Intel,2.8,8,18,Nvidia,2.7,1199.0,0,0,156.9531814888059,Windows
Toshiba,411,Notebook,Intel,2.5,8,16,Intel,2.0,943.0,0,1,174.05705383053478,Windows
Asus,502,Notebook,Intel,2.7,8,18,Intel,2.0,1334.0,0,0,193.94928855402446,Windows
Lenovo,521,Notebook,Intel,2.0,4,10,Intel,1.85,449.0,0,0,174.05705383053478,Windows
Asus,137,Gaming,Intel,2.8,8,16,Nvidia,2.5,999.0,0,0,174.05705383053478,Windows
HP,111,Notebook,Intel,2.6,8,16,Intel,1.48,1268.0,0,0,193.94928855402446,Windows
Dell,257,Ultrabook,Intel,1.6,8,5,Nvidia,1.9,1049.0,0,1,174.05705383053478,Windows
HP,118,Notebook,Intel,2.5,8,16,Intel,1.84,1144.0,0,0,174.05705383053478,Windows
Asus,556,Notebook,Intel,1.1,4,10,Intel,2.0,274.99,0,0,123.83434142318255,Others/No OS/Linux
Dell,257,Notebook,Intel,1.6,8,16,Nvidia,2.0,1142.75,0,0,174.05705383053478,Windows
Dell,238,Notebook,Intel,1.6,4,26,Intel,2.2,274.9,0,0,123.83434142318255,Others/No OS/Linux
Lenovo,206,Notebook,AMD,3.6,12,22,AMD,2.2,899.0,0,0,174.05705383053478,Windows
HP,363,Notebook,Intel,2.4,8,10,Nvidia,2.1,716.0,0,1,174.05705383053478,Windows
Lenovo,591,2 in 1 Convertible,Intel,1.8,16,29,Intel,1.4,2099.0,1,1,390.6892143534306,Windows
Dell,576,Ultrabook,Intel,1.8,8,16,Intel,1.2,1579.0,0,0,204.15714584634154,Windows
Lenovo,291,Gaming,Intel,2.8,16,20,Nvidia,2.4,1129.0,0,1,174.05705383053478,Windows
HP,427,Notebook,Intel,1.6,2,23,Intel,1.44,279.0,0,0,137.98683758583198,Windows
Dell,282,Ultrabook,Intel,1.9,16,32,Intel,1.88,1607.96,0,0,174.05705383053478,Windows
Asus,536,2 in 1 Convertible,Intel,1.1,4,23,Intel,1.5,375.0,1,0,166.53583846565928,Windows
Dell,247,Ultrabook,Intel,1.6,8,10,AMD,1.9,663.0,0,0,174.05705383053478,Windows
Dell,577,Notebook,Intel,2.8,16,29,Nvidia,2.06,2027.42,1,0,348.11410766106957,Windows
HP,118,Notebook,Intel,2.7,8,16,Intel,1.84,1304.0,0,0,174.05705383053478,Windows
MSI,171,Gaming,Intel,2.8,8,5,Nvidia,2.7,1409.0,0,0,156.9531814888059,Windows
HP,597,Workstation,Intel,2.8,8,16,Nvidia,2.6,1738.27,0,0,174.05705383053478,Windows
Toshiba,440,Notebook,Intel,2.5,16,29,Nvidia,2.4,1403.0,0,1,174.05705383053478,Windows
Dell,247,Notebook,Intel,1.8,8,6,AMD,2.02,970.9,0,0,174.05705383053478,Windows
Lenovo,208,Notebook,Intel,1.1,4,10,Intel,2.2,321.99,0,0,123.83434142318255,Others/No OS/Linux
Dell,258,Gaming,Intel,2.5,8,10,Nvidia,2.65,999.0,0,0,174.05705383053478,Windows
Dell,239,Notebook,Intel,2.5,8,22,Intel,2.36,557.37,1,0,123.83434142318255,Windows
Dell,285,Notebook,Intel,2.6,8,16,Intel,1.36,1427.0,0,0,193.94928855402446,Windows
HP,50,Notebook,Intel,2.0,4,26,Intel,1.86,439.0,0,0,123.83434142318255,Windows
Asus,615,Notebook,Intel,2.5,8,16,Intel,2.0,945.0,0,0,193.94928855402446,Windows
Lenovo,212,Notebook,Intel,2.5,6,5,Nvidia,2.8,719.0,0,0,130.79431790733827,Windows
HP,50,Notebook,Intel,2.5,8,10,Intel,1.86,639.0,0,0,174.05705383053478,Windows
Lenovo,211,Notebook,Intel,2.0,8,16,Nvidia,2.2,499.0,0,0,123.83434142318255,Others/No OS/Linux
HP,3,Notebook,Intel,1.6,8,22,Intel,2.04,389.0,0,0,123.83434142318255,Windows
Dell,252,Notebook,Intel,1.6,8,5,AMD,2.8,1085.0,0,0,156.9531814888059,Windows
Lenovo,291,Gaming,Intel,2.5,8,5,Nvidia,2.4,809.0,0,1,174.05705383053478,Others/No OS/Linux
Dell,245,Notebook,Intel,2.7,8,16,AMD,2.33,899.0,0,0,174.05705383053478,Windows
HP,115,Ultrabook,Intel,2.7,8,16,Intel,1.36,1750.0,0,1,193.94928855402446,Windows
Asus,600,2 in 1 Convertible,Intel,2.7,12,33,Nvidia,2.26,1099.0,1,0,174.05705383053478,Windows
Acer,58,Notebook,AMD,3.0,4,4,AMD,2.1,426.0,0,0,123.83434142318255,Windows
Asus,408,Gaming,AMD,3.0,16,18,AMD,3.25,2199.0,0,1,156.9531814888059,Windows
Lenovo,199,Notebook,AMD,2.2,4,4,AMD,2.6,489.0,0,0,130.79431790733827,Windows
Dell,244,2 in 1 Convertible,Intel,1.8,8,16,Intel,1.62,869.01,1,0,204.15714584634154,Windows
HP,31,Notebook,AMD,3.0,4,16,AMD,1.91,488.99,0,0,174.05705383053478,Windows
Lenovo,578,Netbook,Intel,1.1,4,4,Intel,1.59,553.0,0,1,166.53583846565928,Windows
Dell,238,Notebook,Intel,1.6,4,26,Intel,1.8,309.0,0,0,123.83434142318255,Windows
Asus,535,Notebook,Intel,1.1,4,23,Intel,1.5,286.0,0,0,137.98683758583198,Windows
Acer,60,Notebook,Intel,2.8,8,10,Nvidia,2.4,846.0,0,0,174.05705383053478,Others/No OS/Linux
HP,321,Gaming,Intel,2.8,8,5,Nvidia,3.35,1191.0,0,1,156.9531814888059,Windows
Lenovo,520,Notebook,Intel,2.0,4,4,Intel,1.85,403.5,0,0,174.05705383053478,Others/No OS/Linux
Asus,385,Gaming,Intel,2.8,8,5,Nvidia,2.3,1655.0,0,1,174.05705383053478,Windows
Lenovo,223,Notebook,Intel,2.5,8,16,Nvidia,1.5,1099.0,0,1,193.94928855402446,Windows
Asus,612,Ultrabook,Intel,2.7,16,29,Intel,1.1,1748.9,1,0,204.15714584634154,Windows
Lenovo,491,Ultrabook,Intel,2.7,8,29,Intel,1.13,2282.0,0,1,258.59905140536597,Windows
Lenovo,233,Notebook,Intel,2.4,4,4,Intel,1.5,549.0,0,1,204.15714584634154,Windows
Dell,349,Workstation,Intel,2.6,8,26,AMD,2.23,1369.0,0,0,174.05705383053478,Windows
Dell,351,Workstation,Intel,2.7,8,16,Nvidia,2.0,2135.0,0,1,174.05705383053478,Windows
Lenovo,472,2 in 1 Convertible,Intel,2.7,16,29,Intel,1.42,2509.0,1,0,258.59905140536597,Windows
Asus,404,Gaming,Intel,2.8,8,10,Nvidia,3.0,1039.0,0,0,156.9531814888059,Windows
Asus,407,Gaming,Intel,2.8,16,18,Nvidia,3.0,1591.0,0,0,156.9531814888059,Windows
Acer,59,Notebook,Intel,1.6,12,10,Nvidia,2.2,693.99,0,1,123.83434142318255,Windows
MSI,294,Gaming,Intel,2.8,8,16,Nvidia,2.7,1349.0,0,0,156.9531814888059,Windows
Dell,245,Notebook,Intel,2.7,8,16,AMD,2.33,778.87,0,0,174.05705383053478,Others/No OS/Linux
HP,10,Ultrabook,AMD,3.0,4,16,AMD,1.91,499.0,0,0,174.05705383053478,Windows
Lenovo,457,Notebook,Intel,1.8,8,16,AMD,2.1,1229.56,0,1,174.05705383053478,Windows
Lenovo,459,Notebook,Intel,2.5,8,16,Intel,1.9,938.0,0,1,193.94928855402446,Windows
Dell,354,Workstation,Intel,2.8,8,16,Nvidia,1.78,2712.0,1,0,348.11410766106957,Windows
Lenovo,491,Ultrabook,Intel,2.7,16,12,Intel,1.13,2625.0,0,1,258.59905140536597,Windows
Lenovo,208,Notebook,Intel,1.1,4,10,Intel,2.2,306.0,0,0,123.83434142318255,Windows
Asus,141,Gaming,Intel,2.8,16,18,Nvidia,2.9,1529.0,0,0,156.9531814888059,Windows
Lenovo,457,Notebook,Intel,1.6,8,18,AMD,2.1,1144.5,0,1,174.05705383053478,Windows
Acer,60,Notebook,Intel,2.8,8,16,Nvidia,2.5,879.0,0,0,174.05705383053478,Others/No OS/Linux
MSI,156,Gaming,Intel,2.8,16,18,Nvidia,2.8,2249.0,0,0,156.9531814888059,Windows
Asus,611,Ultrabook,Intel,2.7,8,29,Intel,1.1,1873.0,0,0,193.94928855402446,Windows
Toshiba,342,Ultrabook,Intel,2.5,16,29,Intel,1.2,1747.0,0,0,204.15714584634154,Windows
Dell,285,Ultrabook,Intel,2.8,8,29,Intel,1.36,1680.0,0,0,193.94928855402446,Windows
Lenovo,211,Notebook,Intel,2.0,4,26,Intel,2.2,409.0,0,0,174.05705383053478,Windows
Lenovo,293,Notebook,Intel,1.1,2,23,Intel,1.15,304.45,0,0,166.53583846565928,Windows
Lenovo,462,Workstation,Intel,2.8,8,29,Nvidia,2.67,1925.0,0,0,174.05705383053478,Windows
Lenovo,487,Ultrabook,Intel,2.8,8,29,Nvidia,1.7,1943.0,0,1,258.59905140536597,Windows
HP,6,Notebook,Intel,2.0,4,10,AMD,2.1,469.0,0,0,174.05705383053478,Windows
Acer,79,2 in 1 Convertible,Intel,2.5,8,16,Intel,1.6,789.01,1,1,204.15714584634154,Windows
Asus,600,2 in 1 Convertible,Intel,2.5,8,16,Intel,1.27,928.0,1,1,204.15714584634154,Windows
Dell,239,Notebook,Intel,2.5,4,16,AMD,2.3,598.9,0,0,174.05705383053478,Others/No OS/Linux
Dell,274,Notebook,Intel,2.0,4,4,Intel,1.65,689.0,0,0,145.2493027219284,Windows
HP,109,Ultrabook,Intel,2.5,8,16,Intel,1.43,1500.0,0,0,193.94928855402446,Windows
Dell,239,Notebook,Intel,2.5,8,10,Intel,2.14,539.95,0,0,123.83434142318255,Windows
Lenovo,455,Ultrabook,Intel,1.8,8,16,AMD,1.75,1215.38,0,1,193.94928855402446,Windows
Lenovo,586,2 in 1 Convertible,Intel,2.8,16,29,Nvidia,2.0,1899.0,1,1,348.11410766106957,Windows
Chuwi,269,Notebook,Intel,1.1,6,35,Intel,1.4,449.0,0,1,314.57628509372256,Windows
HP,366,Notebook,Intel,2.9,8,16,Intel,2.31,1427.0,0,0,174.05705383053478,Windows
Asus,564,Notebook,Intel,2.4,8,10,Nvidia,2.3,597.0,0,0,174.05705383053478,Others/No OS/Linux
Dell,56,Gaming,Intel,2.9,16,18,Nvidia,4.42,2799.0,0,1,209.27090865174122,Windows
Dell,258,Gaming,Intel,2.8,8,5,Nvidia,2.62,1159.0,0,1,174.05705383053478,Windows
Dell,247,Notebook,Intel,1.8,8,20,AMD,2.02,1142.4,0,0,174.05705383053478,Windows
Dell,279,Ultrabook,Intel,2.8,8,16,Intel,1.6,1099.0,0,0,193.94928855402446,Others/No OS/Linux
HP,320,Gaming,Intel,2.8,12,18,Nvidia,3.35,1999.0,0,0,156.9531814888059,Windows
Mediacom,145,2 in 1 Convertible,Intel,1.1,4,25,Intel,1.16,299.0,1,1,234.07672756520196,Windows
Samsung,93,Netbook,Intel,1.6,4,7,Intel,1.15,269.0,0,0,166.53583846565928,Others/No OS/Linux
Lenovo,475,Notebook,Intel,2.7,8,16,Intel,1.4,1010.0,0,1,204.15714584634154,Windows
Lenovo,215,Notebook,Intel,2.7,4,4,Intel,1.7,599.0,0,1,193.94928855402446,Windows
Lenovo,490,Workstation,Intel,2.8,16,29,Nvidia,2.3,2445.0,0,1,348.11410766106957,Windows
Lenovo,480,Notebook,Intel,2.9,16,29,Nvidia,2.5,2449.0,0,0,174.05705383053478,Windows
Asus,408,Gaming,AMD,3.2,8,18,AMD,3.2,1695.0,0,0,156.9531814888059,Windows
HP,37,Notebook,Intel,1.6,4,26,Intel,2.1,347.0,0,0,123.83434142318255,Windows
Google,331,Ultrabook,Intel,1.3,16,29,Intel,1.1,2199.0,1,0,275.94410973133563,Others/No OS/Linux
Lenovo,469,Ultrabook,Intel,2.7,24,29,Intel,1.32,2382.0,0,0,258.59905140536597,Windows
Asus,538,Notebook,Intel,2.5,4,16,Intel,2.0,559.0,0,0,174.05705383053478,Others/No OS/Linux
Lenovo,207,Notebook,AMD,2.5,8,10,AMD,2.8,519.0,0,0,130.79431790733827,Windows
Dell,247,Notebook,Intel,1.6,4,16,AMD,2.2,749.0,0,0,174.05705383053478,Windows
Lenovo,473,Ultrabook,Intel,2.5,8,16,Intel,1.36,1429.0,0,1,217.2232031805074,Windows
Lenovo,208,Notebook,Intel,1.1,4,4,Intel,2.2,349.0,0,0,174.05705383053478,Windows
HP,312,Gaming,Intel,2.8,8,5,Nvidia,2.2,1099.0,0,1,174.05705383053478,Windows
Dell,279,Notebook,Intel,2.8,8,16,Nvidia,1.64,1179.0,0,0,193.94928855402446,Windows
Acer,76,Notebook,Intel,2.5,4,26,Intel,2.4,441.8,0,0,123.83434142318255,Others/No OS/Linux
Dell,350,Workstation,Intel,3.0,8,36,Nvidia,2.23,1993.0,0,0,174.05705383053478,Windows
MSI,191,Gaming,Intel,2.5,8,16,Nvidia,2.2,1027.74,0,0,174.05705383053478,Windows
Microsoft,429,Ultrabook,Intel,2.5,16,29,Intel,1.25,2589.0,1,0,236.33079975657054,Windows
HP,24,Notebook,Intel,2.5,8,4,Intel,1.91,589.0,0,0,123.83434142318255,Windows
Dell,350,Workstation,Intel,2.7,16,16,Nvidia,2.17,1975.0,0,1,174.05705383053478,Windows
HP,366,Workstation,Intel,2.9,8,29,Intel,2.31,1534.0,0,1,174.05705383053478,Windows
Lenovo,467,Notebook,Intel,2.5,8,16,Intel,1.65,1345.0,0,0,193.94928855402446,Windows
Dell,247,Notebook,Intel,1.8,8,5,AMD,2.36,979.0,0,0,174.05705383053478,Windows
Dell,236,2 in 1 Convertible,Intel,1.6,4,26,Intel,1.47,479.0,1,0,166.53583846565928,Windows
Dell,56,Notebook,Intel,2.7,8,10,Nvidia,4.42,2046.0,0,1,156.9531814888059,Windows
Microsoft,429,Ultrabook,Intel,2.2,4,4,Intel,1.252,989.0,1,0,236.33079975657054,Windows
Microsoft,429,Ultrabook,Intel,2.5,8,16,Intel,1.25,1799.0,1,0,236.33079975657054,Windows
HP,41,Notebook,Intel,2.0,8,16,Intel,2.5,639.9,0,0,130.79431790733827,Windows
Acer,71,Notebook,Intel,2.0,4,10,Nvidia,2.23,544.0,0,0,174.05705383053478,Windows
Acer,495,Netbook,Intel,1.6,4,4,Intel,1.4,435.0,0,0,166.53583846565928,Windows
Asus,357,Notebook,Intel,2.5,8,10,Intel,2.37,749.0,0,0,174.05705383053478,Windows
Lenovo,219,Notebook,Intel,2.7,8,29,AMD,1.5,799.0,0,1,193.94928855402446,Others/No OS/Linux
Lenovo,480,Notebook,Intel,2.9,8,16,Nvidia,2.67,2090.0,0,0,174.05705383053478,Windows
Asus,561,Notebook,Intel,1.1,4,26,Intel,2.0,304.0,0,0,123.83434142318255,Windows
Acer,59,Notebook,Intel,2.0,4,26,Nvidia,2.2,469.0,0,0,123.83434142318255,Windows
Dell,247,Notebook,Intel,1.6,8,22,AMD,2.02,759.0,0,0,174.05705383053478,Windows
HP,318,Gaming,Intel,2.8,12,10,Nvidia,3.78,1699.0,0,1,156.9531814888059,Windows
Lenovo,485,Ultrabook,Intel,2.6,12,16,Intel,1.4,1858.0,0,1,258.59905140536597,Windows
HP,421,2 in 1 Convertible,Intel,1.8,8,29,Intel,1.29,1999.0,1,1,408.31429169268307,Windows
HP,594,Notebook,Intel,2.5,8,26,AMD,1.9,1154.0,0,0,174.05705383053478,Windows
Google,331,Ultrabook,Intel,1.2,8,4,Intel,1.1,1275.0,1,0,275.94410973133563,Others/No OS/Linux
Dell,284,Ultrabook,Intel,1.6,8,16,Intel,1.42,1841.85,1,0,204.15714584634154,Windows
Asus,601,Notebook,Intel,2.6,12,5,Intel,2.06,1299.0,0,1,348.11410766106957,Windows
Dell,287,Notebook,Intel,2.3,8,4,Intel,1.79,740.0,0,0,137.98683758583198,Windows
Dell,354,Workstation,Intel,2.8,8,16,Nvidia,1.78,2408.0,0,0,174.05705383053478,Windows
Lenovo,486,Notebook,Intel,2.5,8,9,Intel,1.7,1364.0,0,0,193.94928855402446,Windows
Dell,240,Notebook,Intel,1.6,8,10,AMD,2.2,675.0,0,0,174.05705383053478,Windows
Toshiba,334,Notebook,Intel,2.5,8,16,Intel,1.05,1672.0,0,1,204.15714584634154,Windows
Dell,257,Notebook,Intel,1.8,8,29,Nvidia,2.16,1262.0,0,1,174.05705383053478,Windows
Dell,547,Notebook,Intel,2.4,4,10,Intel,2.18,586.6,0,0,123.83434142318255,Windows
HP,361,Notebook,Intel,1.6,4,4,Intel,1.49,726.0,0,1,204.15714584634154,Windows
Chuwi,271,Notebook,Intel,1.44,4,35,Intel,1.89,248.9,0,0,174.05705383053478,Windows
Lenovo,456,Notebook,Intel,2.0,4,4,Intel,2.3,565.0,0,0,123.83434142318255,Windows
Lenovo,455,Notebook,Intel,1.6,8,16,Intel,1.75,1049.0,0,1,193.94928855402446,Windows
Dell,350,Workstation,Intel,2.7,16,29,Nvidia,2.17,2338.0,0,1,174.05705383053478,Windows
Dell,577,Notebook,Intel,2.8,16,29,Nvidia,2.06,1899.0,0,0,174.05705383053478,Windows
Lenovo,493,Ultrabook,Intel,2.7,16,29,Intel,1.36,1798.0,0,1,217.2232031805074,Windows
Asus,614,Ultrabook,Intel,2.7,16,29,Intel,0.91,1950.0,0,0,217.2232031805074,Windows
Lenovo,477,Notebook,Intel,2.5,8,16,Nvidia,2.3,1011.99,0,1,174.05705383053478,Windows
Toshiba,336,Ultrabook,Intel,2.7,32,29,Intel,1.05,2799.0,1,0,204.15714584634154,Windows
Asus,539,Gaming,Intel,2.8,8,5,Nvidia,1.99,1350.0,0,0,174.05705383053478,Windows
Acer,59,Notebook,AMD,2.5,8,10,AMD,2.2,579.0,0,0,123.83434142318255,Windows
Asus,389,Gaming,Intel,2.6,24,18,Nvidia,4.33,1269.0,1,1,156.9531814888059,Windows
Lenovo,492,Ultrabook,Intel,2.3,8,9,Intel,1.3,1099.0,0,1,154.54525809613182,Windows
Lenovo,234,Notebook,Intel,1.8,8,16,Intel,2.17,898.9,0,0,174.05705383053478,Windows
HP,111,Notebook,Intel,2.8,8,12,Intel,1.48,1749.0,0,0,193.94928855402446,Windows
Lenovo,453,Notebook,Intel,2.4,8,16,Intel,1.4,949.0,0,1,204.15714584634154,Windows
Lenovo,460,Notebook,Intel,2.5,8,16,Intel,2.3,911.0,0,1,174.05705383053478,Windows
Asus,534,Netbook,Intel,1.1,4,35,Intel,1.2,340.0,0,0,166.53583846565928,Windows
HP,5,Notebook,Intel,2.5,8,16,AMD,1.91,618.99,0,0,123.83434142318255,Windows
Lenovo,591,2 in 1 Convertible,Intel,1.6,8,16,Intel,1.4,1599.0,1,1,195.3446071767153,Windows
Lenovo,205,Notebook,Intel,1.1,4,26,Intel,2.1,299.0,0,0,137.98683758583198,Windows
Lenovo,100,Netbook,Intel,1.6,4,8,Intel,1.25,265.0,0,0,166.53583846565928,Others/No OS/Linux
Lenovo,453,Notebook,Intel,2.5,8,16,Intel,1.44,949.0,0,0,204.15714584634154,Windows
Asus,609,Notebook,Intel,2.7,8,18,Intel,2.0,1224.0,0,0,174.05705383053478,Windows
Acer,66,Notebook,Intel,1.6,4,10,Nvidia,2.2,613.0,0,1,174.05705383053478,Windows
HP,120,Ultrabook,Intel,2.7,8,29,Intel,1.34,1323.0,0,1,204.15714584634154,Windows
Lenovo,291,Gaming,Intel,2.8,8,18,Nvidia,2.4,1149.0,0,1,174.05705383053478,Others/No OS/Linux
Dell,576,Ultrabook,Intel,2.5,8,4,Intel,1.29,899.0,1,1,204.15714584634154,Windows
